Mã khách hàng,Tài khoản,Trạng thái xác minh,Pause date,Mã đơn vị tiền tệ,Spend (last 7 days),Spend(last 7 days) (Converted currency),Hồ sơ thanh toán,Người quản lý trực tiếp,Mã khách hàng của người quản lý trực tiếp,Ad disclosure name,Ad disclosure country,Verification type
661-632-5050,Account_38_16:54,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,YES,390-291-6435, --, --, --
500-036-3097,CK 60% SOI06 OK,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"96,61","US$96,61", --,MEME,977-828-5088, --, --, --
788-223-7854,Account_22_08:45,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,LIE 8 LUCKY,357-713-6860, --, --, --
451-069-4505,Account_78_14:54,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,PHUC XDT 60%-2,955-688-6195, --, --, --
930-287-6713,Account_5_11:42,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
641-264-5748,Xuân - T11 - 48,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,06","US$0,06", --,CATS 3,672-444-7933, --, --, --
122-541-7013,X_246,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,26","US$1,26", --,HAM 4,872-539-0376, --, --, --
507-197-1537,Account_48_16:03,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,BLUM 3,191-861-1701, --, --, --
548-573-5370,60 DAT41,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
246-423-6445,Account_16_19:52,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 3 Sáng 60% XTĐ,721-546-1311, --, --, --
772-297-9998,Account_37_12:19 K,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,16","US$0,16", --,LI 3,468-916-0549, --, --, --
470-231-9909,US_USD,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
401-179-5878,Account_81_13:22,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM,337-604-4931, --, --, --
674-525-9964,MPT5,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS,238-859-3642, --, --, --
850-319-2368,Account_94_13:29,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM,337-604-4931, --, --, --
962-475-6286,Account_17_22:18,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 4 Phúc 60% XTĐ,407-989-0100, --, --, --
478-565-0309,Account_48_10:46,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,I LOVE GOOGLE 1,345-512-8193, --, --, --
941-268-4837,Account_6_08:40,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
142-224-0933,Trường LIE32_40,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 32,560-644-8427, --, --, --
402-089-7300,Account_73_13:18,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
356-952-6744,14/11 Uyên 34z,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,01","US$0,01", --,CATS 4,697-575-0819, --, --, --
246-586-5884,Nhím 10 - mồi cđ,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,10","US$0,10", --,OK 2,239-832-3954, --, --, --
542-380-9009,Xuân tóc đỏ - 08,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"269,41","US$269,41", --,MCC_US_USD 7,113-723-7064, --, --, --
868-203-5684,Account_38_20:05,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 4 Phúc 60% XTĐ,407-989-0100, --, --, --
817-113-0444,Account_10_22:14,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 4 Phúc 60% XTĐ,407-989-0100, --, --, --
460-407-5809,Account_44_14:05,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
516-536-3244,Account_94_17:21,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
703-389-4380,Trường LIE32_16,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 32,560-644-8427, --, --, --
562-471-8354,Account_18_14:58,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,973-518-3905, --, --, --
314-315-6731,Aspire 0012,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC BALAU,729-195-3348, --, --, --
292-817-3470,Account_40_08:56,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 50 TK HOÀNG,187-719-3803, --, --, --
451-281-8548,Account_5_14:13,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
550-917-8337,X_261,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 4,872-539-0376, --, --, --
666-801-6092,14/11 Russia 37,Chưa bắt đầu – việc cần làm,"13 thg 11, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 03,392-194-2982, --, --, --
958-776-6154,Xuân - T11 - 40,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,01","US$0,01", --,CATS 3,672-444-7933, --, --, --
822-747-0549,Trường Ham_064,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,01","US$1,01", --,HAM 3,733-726-6588, --, --, --
785-584-6188,Account_13/11 Uyên 07z phá,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,24","US$0,24", --,CATS 1,910-147-0878, --, --, --
603-552-7815,Account_1_11:15,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,45","US$0,45", --,MCC 50 TK Hoàng,620-496-2354, --, --, --
981-769-4319,xtd-12,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,50","US$0,50", --,BLUM 1,665-398-6627, --, --, --
933-975-8090,US_USD,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,RAP 4,392-774-7756, --, --, --
415-662-9913,Account_4_12:00 KT,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,21","US$0,21", --,LI 3,468-916-0549, --, --, --
650-388-6933,Account_5_08:53,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
108-594-5103,Account_13/11 Uyên 15 KV Lên,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,60","US$0,60", --,CATS 1,910-147-0878, --, --, --
792-412-2929,Account_90_16:47,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MEME,977-828-5088, --, --, --
883-247-9615,Aspire 0012,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC BALAU,729-195-3348, --, --, --
760-405-1537,Account_2_14:12 thien,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,51","US$0,51", --,PHUC XDT 60%,489-739-6170, --, --, --
483-300-4368,Account_57_13:09,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 9,588-173-4213, --, --, --
598-308-3990,Account_13_11:02,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,CAFE 4,601-118-1698, --, --, --
341-593-2690,US_USD 29,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD 8,156-309-0729, --, --, --
216-099-5684,Account_50_14:38,Chưa bắt đầu – việc cần làm,"13 thg 11, 2024",USD,"0,00","US$0,00", --,PHUC XDT 60%-2,955-688-6195, --, --, --
891-594-6192,XCK-16,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,33","US$0,33", --,BLUM 2,601-828-1074, --, --, --
871-145-4533,Account_49_13:05,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,03","US$0,03", --,OK,169-880-2531, --, --, --
382-546-5456,Account_68_14:27,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 2,126-326-9686, --, --, --
674-806-6803,Account_40_15:57,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 6,869-228-1401, --, --, --
539-970-4047,X_273,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 4,872-539-0376, --, --, --
506-585-4748,Account_66_15:29,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,AIRDROP MCBEO4,621-456-3105, --, --, --
453-790-0419,Account_67_16:32,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 2,126-326-9686, --, --, --
650-062-4268,Account_15_15:00,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,04","US$1,04", --,LYLY 1,606-596-8084, --, --, --
811-851-4503,Account_13/11 DA5,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,14","US$0,14", --,CATS,980-219-3341, --, --, --
927-216-4145,thuy 34,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,PHUC XDT 60%,489-739-6170, --, --, --
653-948-9719,Account_19_14:21,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 6,869-228-1401, --, --, --
744-112-8148,phuc 6 thuy,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
240-996-0799,Thắng XTD VIP39,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 03,392-194-2982, --, --, --
477-145-2505,XuânManh_63 đã xóa limit,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,71","US$1,71", --,TOM 2,308-484-1049, --, --, --
588-683-6268,B 24,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,24","US$1,24", --,HAM 1,690-343-2156, --, --, --
661-041-5368,Account_63_15:28,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,AIRDROP MCBEO4,621-456-3105, --, --, --
147-586-1205,Account_7_13:47,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 4,573-212-4458, --, --, --
213-757-7305,Account_61_16:30,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,AIRDROP MCBEO4,621-456-3105, --, --, --
746-769-8546,Account_28_11:54,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,FREE,355-294-3884, --, --, --
504-384-5464,Chú Thỏ Nhỏ,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC tabo,485-580-8990, --, --, --
202-565-3650,xtd-45,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,69","US$1,69", --,BLUM 1,665-398-6627, --, --, --
673-731-2297,Account_20_09:02,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CATS,980-219-3341, --, --, --
298-058-7972,Account_72_11:28,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
518-224-3999,CK55 SOI 05,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
826-862-6491,Account_11_16:26,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,YES,390-291-6435, --, --, --
450-030-4094,Xuân - T11 - 57,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,05","US$0,05", --,CATS 3,672-444-7933, --, --, --
260-256-5946,Account_48_16:57,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
393-089-4037,Account_8_12:31,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,02","US$0,02", --,OK,169-880-2531, --, --, --
317-240-1568,Account_6_12:42,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,03","US$0,03", --,OK,169-880-2531, --, --, --
275-066-4537,Account_27_09:28,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CATS,980-219-3341, --, --, --
666-725-7646,Kính Vạn Bông 1,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 50 TK,286-349-7958, --, --, --
290-594-5723,Account_1_09:11,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CATS,980-219-3341, --, --, --
621-394-0831,Account_96_10:03,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,MAICO 4,512-612-2347, --, --, --
978-010-8397,X_260,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 4,872-539-0376, --, --, --
701-920-1029,Account_13/11 Uyên 41z,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,02","US$0,02", --,CATS 1,910-147-0878, --, --, --
386-309-3933,Account_7_11:27,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 6 Sher Lẻ,611-301-4793, --, --, --
824-118-6043,Account_69_14:48,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 9,588-173-4213, --, --, --
766-432-0084,Account_37_12:59,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 10,804-513-8546, --, --, --
883-427-4549,Account_13/11 Uyên 49z,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,01","US$0,01", --,CATS 1,910-147-0878, --, --, --
579-930-6958,Account_3_09:12,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CATS,980-219-3341, --, --, --
344-109-3050,Account_13/11 DA49,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,67","US$0,67", --,CATS,980-219-3341, --, --, --
952-755-7186,Trường Ham_085,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,69","US$0,69", --,HAM 3,733-726-6588, --, --, --
788-147-2782,Account_87_15:42,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,I LOVE GOOGLE 1,345-512-8193, --, --, --
378-045-5784,Trường Ham_018,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,01","US$1,01", --,HAM 3,733-726-6588, --, --, --
873-022-4797,JP_USD_ Sung 02 2$,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,57","US$0,57", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
143-036-4498,T11 Russia 14,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
621-305-2819,TU 86 (-5) 2$,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,72","US$0,72", --,OK 8,188-599-3543, --, --, --
597-763-1082,B 15,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,00","US$1,00", --,HAM 1,690-343-2156, --, --, --
254-200-1395,X_202,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,64","US$1,64", --,HAM 4,872-539-0376, --, --, --
459-432-9421,X_280,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 4,872-539-0376, --, --, --
471-171-5444,Trường LIE32_18,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 32,560-644-8427, --, --, --
398-599-9064,Account_29_15:04,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,973-518-3905, --, --, --
204-994-1131,Account_8_09:33,Chưa bắt đầu – việc cần làm,"13 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 50 TK HOÀNG,187-719-3803, --, --, --
544-073-7992,Account_8_08:54,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
738-044-9164,Account_54_15:44,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
938-162-5198,phuc 5 thuy,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
623-435-0942,Account_3_12:18,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 6 Sher Lẻ,611-301-4793, --, --, --
175-994-9635,14/11 Uyên 47,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CATS 4,697-575-0819, --, --, --
252-222-5852,Account_24_14:26,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,BLUM 3,191-861-1701, --, --, --
414-160-7458,Account_68_14:47,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,25","US$0,25", --,OK 9,588-173-4213, --, --, --
584-560-5619,Account_16_13:57 K,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,63","US$0,63", --,LYLY 1,606-596-8084, --, --, --
908-426-9531,TU 82 (-5) ok,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,91","US$0,91", --,OK 8,188-599-3543, --, --, --
859-164-0899,Xuan_Lanh 18 limit 15/11,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,11","US$0,11", --,TOM 2,308-484-1049, --, --, --
237-441-1919,P33,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
197-603-1797,Nhím 13 - mồi cđ,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,79","US$0,79", --,OK 2,239-832-3954, --, --, --
675-632-2768,Account_11_14:17,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 10,804-513-8546, --, --, --
964-528-7441,Account_15_11:03,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,CAFE 4,601-118-1698, --, --, --
761-321-7268,Account_17_16:32,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,YES,390-291-6435, --, --, --
592-043-0392,AOE 0156,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC KITABAKA,604-575-0835, --, --, --
614-024-9960,Trường lie_17,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,843-411-8468, --, --, --
123-733-0947,CKTHU_37,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MAICO 2,363-948-0209, --, --, --
422-060-1823,Account_17_13:34,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 5,910-455-2980, --, --, --
653-221-7284,Account_3_14:38,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 6 Sher Lẻ,611-301-4793, --, --, --
977-269-4107,Account_37_18:05,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 3 Sáng 60% XTĐ,721-546-1311, --, --, --
198-717-7825,JP_USD_ Sung 15 ok,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"2,77","US$2,77", --,MEME,977-828-5088, --, --, --
113-259-4617,Account_39_13:00 - ghovi 13/11 - 29,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,03","US$0,03", --,OK,169-880-2531, --, --, --
365-886-1401,AOE 0156,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC KITABAKA,604-575-0835, --, --, --
923-994-7917,Chú Thỏ Nhỏ,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"45,05","US$45,05", --,MCC tabo,485-580-8990, --, --, --
517-662-1809,Account_49_14:37,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 6,869-228-1401, --, --, --
781-609-9341,Account_69_14:48,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 4,334-925-1345, --, --, --
807-102-9935,X_230,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,70","US$1,70", --,HAM 4,872-539-0376, --, --, --
838-853-3747,Account_46_16:55,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
955-918-1411,Account_13/11 DA31,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,14","US$0,14", --,CATS,980-219-3341, --, --, --
302-485-8103,Account_23_11:52,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,FREE,355-294-3884, --, --, --
626-399-2031,Account_53_13:07,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 9,588-173-4213, --, --, --
511-417-5313,Account_16_13:44,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CAFE 1,290-302-7290, --, --, --
280-358-8776,Account_8_14:03,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 6 Sher Lẻ,611-301-4793, --, --, --
767-643-8296,Chú Thỏ Nhỏ,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC tabo,485-580-8990, --, --, --
101-459-8619,Account_91_16:02,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM,337-604-4931, --, --, --
586-895-2125,Account_92_16:02,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 9,588-173-4213, --, --, --
